referrer,views_total,views_unique
github.com,78,24
l.facebook.com,71,17
groups.io,54,15
github-wiki-see.page,29,11
vu3dxr.in,20,5
youtube.com,14,6
Bing,13,3
lm.facebook.com,12,8
Google,5,5
m.facebook.com,4,4
