referrer,views_total,views_unique
github.com,128,19
groups.io,72,8
youtube.com,50,12
vu3dxr.in,20,5
l.facebook.com,19,5
qrz.com,13,2
Google,5,3
m.youtube.com,5,1
lm.facebook.com,3,2
davidsaylors.com,3,1
