referrer,views_total,views_unique
groups.io,102,37
github.com,62,26
youtube.com,58,16
github-wiki-see.page,17,4
search.brave.com,15,1
shop.g7ufo.radio,5,3
Google,4,4
l.facebook.com,4,3
facebook.com,2,2
m.facebook.com,2,1
