referrer,views_total,views_unique
github.com,121,40
groups.io,112,40
youtube.com,36,15
l.facebook.com,17,7
Google,13,6
qrz.com,12,1
github-wiki-see.page,8,3
vu3dxr.in,7,3
lm.facebook.com,6,4
shop.g7ufo.radio,4,3
