referrer,views_total,views_unique
groups.io,124,17
github.com,111,43
youtube.com,57,10
l.facebook.com,48,10
vu3dxr.in,42,11
davidsaylors.com,24,3
lm.facebook.com,7,3
facebook.com,3,2
Google,3,1
m.youtube.com,3,1
