referrer,views_total,views_unique
github.com,84,24
l.facebook.com,61,12
groups.io,44,14
github-wiki-see.page,36,12
youtube.com,15,8
Bing,11,2
lm.facebook.com,9,7
m.facebook.com,7,5
vu3dxr.in,6,2
Google,5,5
