referrer,views_total,views_unique
github.com,109,30
groups.io,91,23
youtube.com,41,11
github-wiki-see.page,33,3
l.facebook.com,14,7
shop.g7ufo.radio,4,2
vu3dxr.in,3,3
facebook.com,3,2
lm.facebook.com,3,1
Google,2,1
