referrer,views_total,views_unique
github.com,81,22
l.facebook.com,63,21
groups.io,60,18
youtube.com,22,7
vu3dxr.in,20,6
github-wiki-see.page,17,8
Google,15,8
Bing,13,3
lm.facebook.com,6,3
qrz.com,5,3
