referrer,views_total,views_unique
github.com,139,43
groups.io,105,13
youtube.com,60,10
l.facebook.com,45,10
vu3dxr.in,39,11
davidsaylors.com,24,3
lm.facebook.com,7,3
m.youtube.com,4,2
facebook.com,3,2
Google,3,1
