referrer,views_total,views_unique
github.com,113,22
groups.io,85,26
youtube.com,32,11
github-wiki-see.page,30,8
l.facebook.com,27,11
Bing,4,1
Google,3,3
vu3dxr.in,3,3
facebook.com,2,2
qrz.com,2,2
